"date","GISAID_clade","count"
2021-02-20,"",1
2021-02-20,"G",110
2021-02-20,"GH",411
2021-02-20,"GK",7
2021-02-20,"GR",264
2021-02-20,"GRY",248
2021-02-20,"GV",95
2021-02-20,"O",8
2021-02-20,"S",7
2021-02-20,"undefined",3683
2021-02-21,"G",106
2021-02-21,"GH",338
2021-02-21,"GK",5
2021-02-21,"GR",216
2021-02-21,"GRY",282
2021-02-21,"GV",45
2021-02-21,"O",9
2021-02-21,"S",6
2021-02-21,"V",1
2021-02-21,"undefined",3763
2021-02-22,"G",453
2021-02-22,"GH",887
2021-02-22,"GK",7
2021-02-22,"GR",854
2021-02-22,"GRY",2807
2021-02-22,"GV",470
2021-02-22,"O",41
2021-02-22,"S",15
2021-02-22,"undefined",7221
2021-02-23,"",2
2021-02-23,"G",258
2021-02-23,"GH",706
2021-02-23,"GK",6
2021-02-23,"GR",544
2021-02-23,"GRY",1015
2021-02-23,"GV",158
2021-02-23,"L",3
2021-02-23,"O",22
2021-02-23,"S",13
2021-02-23,"undefined",5862
2021-02-24,"G",256
2021-02-24,"GH",754
2021-02-24,"GK",4
2021-02-24,"GR",506
2021-02-24,"GRY",1248
2021-02-24,"GV",185
2021-02-24,"L",4
2021-02-24,"O",7
2021-02-24,"S",21
2021-02-24,"undefined",6275
2021-02-25,"G",269
2021-02-25,"GH",735
2021-02-25,"GK",7
2021-02-25,"GR",530
2021-02-25,"GRY",1342
2021-02-25,"GV",124
2021-02-25,"O",14
2021-02-25,"S",13
2021-02-25,"undefined",6366
2021-02-26,"G",220
2021-02-26,"GH",633
2021-02-26,"GK",17
2021-02-26,"GR",569
2021-02-26,"GRY",1110
2021-02-26,"GV",158
2021-02-26,"L",2
2021-02-26,"O",13
2021-02-26,"S",10
2021-02-26,"undefined",5440
2021-02-27,"G",108
2021-02-27,"GH",466
2021-02-27,"GK",13
2021-02-27,"GR",380
2021-02-27,"GRY",439
2021-02-27,"GV",40
2021-02-27,"O",6
2021-02-27,"S",14
2021-02-27,"undefined",3415
2021-02-28,"G",82
2021-02-28,"GH",348
2021-02-28,"GK",3
2021-02-28,"GR",251
2021-02-28,"GRA",1
2021-02-28,"GRY",637
2021-02-28,"GV",57
2021-02-28,"O",6
2021-02-28,"S",12
2021-02-28,"undefined",3380
2021-03-01,"G",391
2021-03-01,"GH",1007
2021-03-01,"GK",41
2021-03-01,"GR",950
2021-03-01,"GRY",3668
2021-03-01,"GV",314
2021-03-01,"L",3
2021-03-01,"O",104
2021-03-01,"S",29
2021-03-01,"undefined",6722
2021-03-02,"G",301
2021-03-02,"GH",990
2021-03-02,"GK",14
2021-03-02,"GR",739
2021-03-02,"GRY",1498
2021-03-02,"GV",145
2021-03-02,"L",1
2021-03-02,"O",31
2021-03-02,"S",26
2021-03-02,"undefined",6558
2021-03-03,"G",450
2021-03-03,"GH",809
2021-03-03,"GK",9
2021-03-03,"GR",591
2021-03-03,"GRY",1420
2021-03-03,"GV",154
2021-03-03,"O",19
2021-03-03,"S",10
2021-03-03,"undefined",6440
2021-03-04,"G",215
2021-03-04,"GH",979
2021-03-04,"GK",13
2021-03-04,"GR",708
2021-03-04,"GRY",1326
2021-03-04,"GV",110
2021-03-04,"L",3
2021-03-04,"O",26
2021-03-04,"S",14
2021-03-04,"undefined",5012
2021-03-05,"",1
2021-03-05,"G",259
2021-03-05,"GH",798
2021-03-05,"GK",25
2021-03-05,"GR",669
2021-03-05,"GRY",1303
2021-03-05,"GV",128
2021-03-05,"L",1
2021-03-05,"O",34
2021-03-05,"S",28
2021-03-05,"undefined",5335
2021-03-06,"G",180
2021-03-06,"GH",536
2021-03-06,"GK",12
2021-03-06,"GR",380
2021-03-06,"GRA",3
2021-03-06,"GRY",896
2021-03-06,"GV",49
2021-03-06,"L",1
2021-03-06,"O",13
2021-03-06,"S",12
2021-03-06,"V",1
2021-03-06,"undefined",3165
2021-03-07,"G",119
2021-03-07,"GH",408
2021-03-07,"GK",5
2021-03-07,"GR",322
2021-03-07,"GRY",842
2021-03-07,"GV",44
2021-03-07,"O",7
2021-03-07,"S",11
2021-03-07,"undefined",2757
2021-03-08,"G",442
2021-03-08,"GH",1229
2021-03-08,"GK",21
2021-03-08,"GR",1051
2021-03-08,"GRA",8
2021-03-08,"GRY",5204
2021-03-08,"GV",252
2021-03-08,"L",2
2021-03-08,"O",38
2021-03-08,"S",21
2021-03-08,"undefined",6491
2021-03-09,"G",310
2021-03-09,"GH",930
2021-03-09,"GK",373
2021-03-09,"GR",988
2021-03-09,"GRY",2388
2021-03-09,"GV",157
2021-03-09,"L",6
2021-03-09,"O",35
2021-03-09,"S",27
2021-03-09,"undefined",5764
2021-03-10,"",1
2021-03-10,"G",305
2021-03-10,"GH",950
2021-03-10,"GK",13
2021-03-10,"GR",921
2021-03-10,"GRY",2406
2021-03-10,"GV",165
2021-03-10,"L",1
2021-03-10,"O",33
2021-03-10,"S",22
2021-03-10,"undefined",6269
2021-03-11,"G",297
2021-03-11,"GH",955
2021-03-11,"GK",26
2021-03-11,"GR",874
2021-03-11,"GRY",2504
2021-03-11,"GV",111
2021-03-11,"O",39
2021-03-11,"S",20
2021-03-11,"undefined",5570
2021-03-12,"G",328
2021-03-12,"GH",1055
2021-03-12,"GK",16
2021-03-12,"GR",907
2021-03-12,"GRY",2412
2021-03-12,"GV",84
2021-03-12,"O",43
2021-03-12,"S",18
2021-03-12,"undefined",4989
2021-03-13,"",1
2021-03-13,"G",171
2021-03-13,"GH",670
2021-03-13,"GK",8
2021-03-13,"GR",544
2021-03-13,"GRY",1304
2021-03-13,"GV",42
2021-03-13,"O",6
2021-03-13,"S",10
2021-03-13,"undefined",3940
2021-03-14,"G",155
2021-03-14,"GH",576
2021-03-14,"GK",5
2021-03-14,"GR",417
2021-03-14,"GRY",1355
2021-03-14,"GV",60
2021-03-14,"O",10
2021-03-14,"S",5
2021-03-14,"undefined",3300
2021-03-15,"G",550
2021-03-15,"GH",1480
2021-03-15,"GK",38
2021-03-15,"GR",1438
2021-03-15,"GRY",6754
2021-03-15,"GV",325
2021-03-15,"L",1
2021-03-15,"O",57
2021-03-15,"S",26
2021-03-15,"undefined",6194
2021-03-16,"G",426
2021-03-16,"GH",1419
2021-03-16,"GK",126
2021-03-16,"GR",1099
2021-03-16,"GRY",3877
2021-03-16,"GV",195
2021-03-16,"O",27
2021-03-16,"S",25
2021-03-16,"undefined",5763
2021-03-17,"G",355
2021-03-17,"GH",1267
2021-03-17,"GK",20
2021-03-17,"GR",1072
2021-03-17,"GRY",3425
2021-03-17,"GV",150
2021-03-17,"L",2
2021-03-17,"O",56
2021-03-17,"S",29
2021-03-17,"undefined",3912
2021-03-18,"G",311
2021-03-18,"GH",1368
2021-03-18,"GK",31
2021-03-18,"GR",1451
2021-03-18,"GRY",3858
2021-03-18,"GV",147
2021-03-18,"L",1
2021-03-18,"O",85
2021-03-18,"S",18
2021-03-18,"undefined",3875
2021-03-19,"G",252
2021-03-19,"GH",1219
2021-03-19,"GK",22
2021-03-19,"GR",1082
2021-03-19,"GRY",3417
2021-03-19,"GV",110
2021-03-19,"O",17
2021-03-19,"S",28
2021-03-19,"undefined",2983
2021-03-20,"G",207
2021-03-20,"GH",915
2021-03-20,"GK",16
2021-03-20,"GR",776
2021-03-20,"GRY",2086
2021-03-20,"GV",53
2021-03-20,"O",11
2021-03-20,"S",17
2021-03-20,"undefined",3134
2021-03-21,"G",177
2021-03-21,"GH",841
2021-03-21,"GK",25
2021-03-21,"GR",1045
2021-03-21,"GRY",2364
2021-03-21,"GV",50
2021-03-21,"O",7
2021-03-21,"S",10
2021-03-21,"undefined",2695
2021-03-22,"G",587
2021-03-22,"GH",1751
2021-03-22,"GK",41
2021-03-22,"GR",2346
2021-03-22,"GRY",8922
2021-03-22,"GV",203
2021-03-22,"L",1
2021-03-22,"O",47
2021-03-22,"S",24
2021-03-22,"undefined",4336
2021-03-23,"G",394
2021-03-23,"GH",1381
2021-03-23,"GK",36
2021-03-23,"GR",1614
2021-03-23,"GRY",5106
2021-03-23,"GV",96
2021-03-23,"O",29
2021-03-23,"S",30
2021-03-23,"undefined",3253
2021-03-24,"G",420
2021-03-24,"GH",1594
2021-03-24,"GK",35
2021-03-24,"GR",1503
2021-03-24,"GRY",5522
2021-03-24,"GV",114
2021-03-24,"O",20
2021-03-24,"S",21
2021-03-24,"undefined",2309
2021-03-25,"G",314
2021-03-25,"GH",1668
2021-03-25,"GK",39
2021-03-25,"GR",1474
2021-03-25,"GRY",6112
2021-03-25,"GV",96
2021-03-25,"O",23
2021-03-25,"S",35
2021-03-25,"undefined",2065
2021-03-26,"G",429
2021-03-26,"GH",1284
2021-03-26,"GK",39
2021-03-26,"GR",1324
2021-03-26,"GRY",5805
2021-03-26,"GV",85
2021-03-26,"L",3
2021-03-26,"O",32
2021-03-26,"S",21
2021-03-26,"undefined",1746
2021-03-27,"G",215
2021-03-27,"GH",950
2021-03-27,"GK",38
2021-03-27,"GR",951
2021-03-27,"GRY",3505
2021-03-27,"GV",34
2021-03-27,"L",4
2021-03-27,"O",16
2021-03-27,"S",28
2021-03-27,"undefined",1407
2021-03-28,"G",157
2021-03-28,"GH",766
2021-03-28,"GK",39
2021-03-28,"GR",930
2021-03-28,"GRY",3212
2021-03-28,"GV",22
2021-03-28,"O",19
2021-03-28,"S",13
2021-03-28,"undefined",1119
2021-03-29,"G",623
2021-03-29,"GH",1891
2021-03-29,"GK",56
2021-03-29,"GR",2151
2021-03-29,"GRY",11096
2021-03-29,"GV",195
2021-03-29,"L",1
2021-03-29,"O",82
2021-03-29,"S",31
2021-03-29,"undefined",1212
2021-03-30,"G",965
2021-03-30,"GH",1820
2021-03-30,"GK",74
2021-03-30,"GR",1859
2021-03-30,"GRY",8782
2021-03-30,"GV",113
2021-03-30,"L",3
2021-03-30,"O",31
2021-03-30,"S",39
2021-03-30,"undefined",126
2021-03-31,"G",623
2021-03-31,"GH",1718
2021-03-31,"GK",75
2021-03-31,"GR",1909
2021-03-31,"GRY",7375
2021-03-31,"GV",73
2021-03-31,"L",2
2021-03-31,"O",36
2021-03-31,"S",17
2021-03-31,"undefined",107
2021-04-01,"G",366
2021-04-01,"GH",1812
2021-04-01,"GK",93
2021-04-01,"GR",1843
2021-04-01,"GRY",7734
2021-04-01,"GV",81
2021-04-01,"L",1
2021-04-01,"O",26
2021-04-01,"S",20
2021-04-01,"undefined",14
2021-04-02,"G",313
2021-04-02,"GH",1425
2021-04-02,"GK",93
2021-04-02,"GR",1296
2021-04-02,"GRY",6019
2021-04-02,"GV",46
2021-04-02,"O",18
2021-04-02,"S",15
2021-04-02,"undefined",19
2021-04-03,"G",255
2021-04-03,"GH",1049
2021-04-03,"GK",92
2021-04-03,"GR",1145
2021-04-03,"GRY",4534
2021-04-03,"GV",40
2021-04-03,"O",10
2021-04-03,"S",16
2021-04-03,"undefined",8
2021-04-04,"G",161
2021-04-04,"GH",801
2021-04-04,"GK",49
2021-04-04,"GR",1034
2021-04-04,"GRY",4282
2021-04-04,"GV",18
2021-04-04,"L",4
2021-04-04,"O",11
2021-04-04,"S",9
2021-04-04,"undefined",1
2021-04-05,"G",400
2021-04-05,"GH",1684
2021-04-05,"GK",131
2021-04-05,"GR",3034
2021-04-05,"GRY",8745
2021-04-05,"GV",105
2021-04-05,"L",2
2021-04-05,"O",25
2021-04-05,"S",21
2021-04-06,"G",467
2021-04-06,"GH",1494
2021-04-06,"GK",132
2021-04-06,"GR",2033
2021-04-06,"GRY",8021
2021-04-06,"GV",86
2021-04-06,"L",2
2021-04-06,"O",50
2021-04-06,"S",22
2021-04-07,"G",455
2021-04-07,"GH",1492
2021-04-07,"GK",137
2021-04-07,"GR",2209
2021-04-07,"GRY",7537
2021-04-07,"GV",41
2021-04-07,"O",43
2021-04-07,"S",27
2021-04-08,"G",425
2021-04-08,"GH",1297
2021-04-08,"GK",117
2021-04-08,"GR",2245
2021-04-08,"GRY",7648
2021-04-08,"GV",45
2021-04-08,"O",15
2021-04-08,"S",14
2021-04-09,"G",362
2021-04-09,"GH",1400
2021-04-09,"GK",175
2021-04-09,"GR",2106
2021-04-09,"GRY",7382
2021-04-09,"GV",41
2021-04-09,"L",1
2021-04-09,"O",31
2021-04-09,"S",35
2021-04-10,"G",284
2021-04-10,"GH",1075
2021-04-10,"GK",234
2021-04-10,"GR",1317
2021-04-10,"GRY",5346
2021-04-10,"GV",35
2021-04-10,"O",13
2021-04-10,"S",29
2021-04-11,"G",157
2021-04-11,"GH",869
2021-04-11,"GK",142
2021-04-11,"GR",1160
2021-04-11,"GRY",4181
2021-04-11,"GV",12
2021-04-11,"O",24
2021-04-11,"S",14
2021-04-12,"G",537
2021-04-12,"GH",1587
2021-04-12,"GK",169
2021-04-12,"GR",2900
2021-04-12,"GRY",12029
2021-04-12,"GV",136
2021-04-12,"O",83
2021-04-12,"S",31
2021-04-13,"G",456
2021-04-13,"GH",1481
2021-04-13,"GK",204
2021-04-13,"GR",1899
2021-04-13,"GRY",9400
2021-04-13,"GV",33
2021-04-13,"O",39
2021-04-13,"S",25
2021-04-13,"V",1
2021-04-14,"G",386
2021-04-14,"GH",1316
2021-04-14,"GK",256
2021-04-14,"GR",1956
2021-04-14,"GRY",7984
2021-04-14,"GV",32
2021-04-14,"O",40
2021-04-14,"S",18
2021-04-15,"G",397
2021-04-15,"GH",1139
2021-04-15,"GK",288
2021-04-15,"GR",1977
2021-04-15,"GRY",7359
2021-04-15,"GV",29
2021-04-15,"O",30
2021-04-15,"S",16
2021-04-16,"G",347
2021-04-16,"GH",1100
2021-04-16,"GK",281
2021-04-16,"GR",1898
2021-04-16,"GRY",7533
2021-04-16,"GV",27
2021-04-16,"O",36
2021-04-16,"S",12
2021-04-17,"G",233
2021-04-17,"GH",796
2021-04-17,"GK",298
2021-04-17,"GR",1119
2021-04-17,"GRY",5000
2021-04-17,"GV",15
2021-04-17,"O",18
2021-04-17,"S",19
2021-04-18,"G",150
2021-04-18,"GH",501
2021-04-18,"GK",268
2021-04-18,"GR",1082
2021-04-18,"GRY",3600
2021-04-18,"GV",2
2021-04-18,"O",21
2021-04-18,"S",13
2021-04-19,"G",372
2021-04-19,"GH",1278
2021-04-19,"GK",323
2021-04-19,"GR",2801
2021-04-19,"GRY",11191
2021-04-19,"GV",100
2021-04-19,"O",81
2021-04-19,"S",29
2021-04-20,"G",369
2021-04-20,"GH",996
2021-04-20,"GK",349
2021-04-20,"GR",2038
2021-04-20,"GRY",8666
2021-04-20,"GV",27
2021-04-20,"O",115
2021-04-20,"S",26
2021-04-21,"G",262
2021-04-21,"GH",1050
2021-04-21,"GK",356
2021-04-21,"GR",1716
2021-04-21,"GRY",7933
2021-04-21,"GV",22
2021-04-21,"O",71
2021-04-21,"S",10
2021-04-22,"G",263
2021-04-22,"GH",896
2021-04-22,"GK",349
2021-04-22,"GR",1943
2021-04-22,"GRY",7690
2021-04-22,"GV",22
2021-04-22,"O",80
2021-04-22,"S",21
2021-04-23,"G",250
2021-04-23,"GH",867
2021-04-23,"GK",426
2021-04-23,"GR",1801
2021-04-23,"GRY",7331
2021-04-23,"GV",52
2021-04-23,"L",1
2021-04-23,"O",38
2021-04-23,"S",17
2021-04-24,"G",156
2021-04-24,"GH",557
2021-04-24,"GK",347
2021-04-24,"GR",1206
2021-04-24,"GRY",4691
2021-04-24,"GV",13
2021-04-24,"O",25
2021-04-24,"S",15
2021-04-25,"G",108
2021-04-25,"GH",470
2021-04-25,"GK",232
2021-04-25,"GR",1325
2021-04-25,"GRY",3392
2021-04-25,"GV",4
2021-04-25,"O",22
2021-04-25,"S",17
2021-04-26,"G",366
2021-04-26,"GH",952
2021-04-26,"GK",464
2021-04-26,"GR",3224
2021-04-26,"GRY",11697
2021-04-26,"GV",98
2021-04-26,"O",53
2021-04-26,"S",13
2021-04-27,"G",268
2021-04-27,"GH",1005
2021-04-27,"GK",353
2021-04-27,"GR",2426
2021-04-27,"GRY",8754
2021-04-27,"GV",16
2021-04-27,"O",37
2021-04-27,"S",17
2021-04-28,"G",322
2021-04-28,"GH",863
2021-04-28,"GK",416
2021-04-28,"GR",2232
2021-04-28,"GRY",7239
2021-04-28,"GV",16
2021-04-28,"O",48
2021-04-28,"S",11
2021-04-29,"G",326
2021-04-29,"GH",915
2021-04-29,"GK",496
2021-04-29,"GR",1898
2021-04-29,"GRY",7688
2021-04-29,"GV",11
2021-04-29,"L",1
2021-04-29,"O",24
2021-04-29,"S",32
2021-04-30,"G",252
2021-04-30,"GH",757
2021-04-30,"GK",580
2021-04-30,"GR",2352
2021-04-30,"GRY",7426
2021-04-30,"GV",7
2021-04-30,"O",32
2021-04-30,"S",24
2021-05-01,"G",160
2021-05-01,"GH",509
2021-05-01,"GK",508
2021-05-01,"GR",1658
2021-05-01,"GRY",4133
2021-05-01,"GV",4
2021-05-01,"O",24
2021-05-01,"S",18
2021-05-02,"G",107
2021-05-02,"GH",373
2021-05-02,"GK",412
2021-05-02,"GR",1098
2021-05-02,"GRY",3520
2021-05-02,"GV",1
2021-05-02,"L",3
2021-05-02,"O",9
2021-05-02,"S",18
2021-05-03,"G",313
2021-05-03,"GH",890
2021-05-03,"GK",529
2021-05-03,"GR",3257
2021-05-03,"GRY",11204
2021-05-03,"GV",81
2021-05-03,"O",59
2021-05-03,"S",21
2021-05-04,"",1
2021-05-04,"G",232
2021-05-04,"GH",812
2021-05-04,"GK",514
2021-05-04,"GR",2010
2021-05-04,"GRY",7292
2021-05-04,"GV",17
2021-05-04,"O",67
2021-05-04,"S",13
2021-05-05,"G",282
2021-05-05,"GH",796
2021-05-05,"GK",778
2021-05-05,"GR",2016
2021-05-05,"GRY",6938
2021-05-05,"GV",7
2021-05-05,"L",2
2021-05-05,"O",49
2021-05-05,"S",27
2021-05-06,"G",181
2021-05-06,"GH",766
2021-05-06,"GK",671
2021-05-06,"GR",2033
2021-05-06,"GRY",6613
2021-05-06,"GV",5
2021-05-06,"O",45
2021-05-06,"S",16
2021-05-07,"G",205
2021-05-07,"GH",651
2021-05-07,"GK",629
2021-05-07,"GR",1980
2021-05-07,"GRY",6194
2021-05-07,"GV",10
2021-05-07,"O",66
2021-05-07,"S",22
2021-05-08,"G",131
2021-05-08,"GH",355
2021-05-08,"GK",577
2021-05-08,"GR",1188
2021-05-08,"GRY",4104
2021-05-08,"GV",4
2021-05-08,"O",19
2021-05-08,"S",19
2021-05-09,"G",92
2021-05-09,"GH",286
2021-05-09,"GK",470
2021-05-09,"GR",980
2021-05-09,"GRY",3073
2021-05-09,"GV",2
2021-05-09,"O",11
2021-05-09,"S",9
2021-05-10,"G",230
2021-05-10,"GH",730
2021-05-10,"GK",888
2021-05-10,"GR",2568
2021-05-10,"GRY",10882
2021-05-10,"GV",55
2021-05-10,"O",137
2021-05-10,"S",18
2021-05-11,"G",172
2021-05-11,"GH",693
2021-05-11,"GK",867
2021-05-11,"GR",1860
2021-05-11,"GRY",6885
2021-05-11,"GV",2
2021-05-11,"O",24
2021-05-11,"S",20
2021-05-12,"G",187
2021-05-12,"GH",550
2021-05-12,"GK",843
2021-05-12,"GR",1998
2021-05-12,"GRY",5516
2021-05-12,"GV",9
2021-05-12,"O",26
2021-05-12,"S",15
2021-05-13,"G",132
2021-05-13,"GH",465
2021-05-13,"GK",671
2021-05-13,"GR",1871
2021-05-13,"GRY",4402
2021-05-13,"GV",3
2021-05-13,"O",37
2021-05-13,"S",20
2021-05-14,"G",211
2021-05-14,"GH",423
2021-05-14,"GK",786
2021-05-14,"GR",1860
2021-05-14,"GRY",4552
2021-05-14,"GV",7
2021-05-14,"O",34
2021-05-14,"S",8
2021-05-15,"G",68
2021-05-15,"GH",265
2021-05-15,"GK",780
2021-05-15,"GR",1184
2021-05-15,"GRY",3268
2021-05-15,"L",2
2021-05-15,"O",20
2021-05-15,"S",3
2021-05-16,"G",73
2021-05-16,"GH",204
2021-05-16,"GK",603
2021-05-16,"GR",902
2021-05-16,"GRY",2436
2021-05-16,"O",10
2021-05-16,"S",12
2021-05-17,"G",276
2021-05-17,"GH",547
2021-05-17,"GK",1290
2021-05-17,"GR",3045
2021-05-17,"GRY",9641
2021-05-17,"GV",12
2021-05-17,"O",140
2021-05-17,"S",12
2021-05-18,"G",218
2021-05-18,"GH",510
2021-05-18,"GK",1225
2021-05-18,"GR",2346
2021-05-18,"GRY",5295
2021-05-18,"GV",3
2021-05-18,"O",47
2021-05-18,"S",11
2021-05-19,"G",203
2021-05-19,"GH",441
2021-05-19,"GK",1383
2021-05-19,"GR",1848
2021-05-19,"GRY",4571
2021-05-19,"GV",4
2021-05-19,"O",48
2021-05-19,"S",15
2021-05-20,"G",185
2021-05-20,"GH",377
2021-05-20,"GK",1296
2021-05-20,"GR",1571
2021-05-20,"GRY",4151
2021-05-20,"GV",4
2021-05-20,"O",41
2021-05-20,"S",14
2021-05-21,"G",201
2021-05-21,"GH",385
2021-05-21,"GK",1043
2021-05-21,"GR",1878
2021-05-21,"GRY",3541
2021-05-21,"GV",1
2021-05-21,"O",44
2021-05-21,"S",13
2021-05-22,"G",94
2021-05-22,"GH",184
2021-05-22,"GK",993
2021-05-22,"GR",919
2021-05-22,"GRY",2282
2021-05-22,"GV",4
2021-05-22,"L",1
2021-05-22,"O",30
2021-05-22,"S",3
2021-05-23,"G",53
2021-05-23,"GH",155
2021-05-23,"GK",998
2021-05-23,"GR",659
2021-05-23,"GRY",1526
2021-05-23,"GV",2
2021-05-23,"O",20
2021-05-23,"S",8
2021-05-24,"G",188
2021-05-24,"GH",349
2021-05-24,"GK",1814
2021-05-24,"GR",2825
2021-05-24,"GRY",6656
2021-05-24,"GV",4
2021-05-24,"L",1
2021-05-24,"O",39
2021-05-24,"S",4
2021-05-25,"G",372
2021-05-25,"GH",393
2021-05-25,"GK",1799
2021-05-25,"GR",1724
2021-05-25,"GRY",4465
2021-05-25,"GV",5
2021-05-25,"O",34
2021-05-25,"S",12
2021-05-26,"G",194
2021-05-26,"GH",306
2021-05-26,"GK",1842
2021-05-26,"GR",1827
2021-05-26,"GRY",3750
2021-05-26,"GV",8
2021-05-26,"O",25
2021-05-26,"S",17
2021-05-27,"G",174
2021-05-27,"GH",326
2021-05-27,"GK",1823
2021-05-27,"GR",1590
2021-05-27,"GRY",3190
2021-05-27,"GV",8
2021-05-27,"L",2
2021-05-27,"O",20
2021-05-27,"S",10
2021-05-28,"G",130
2021-05-28,"GH",297
2021-05-28,"GK",1923
2021-05-28,"GR",1413
2021-05-28,"GRY",2732
2021-05-28,"GV",4
2021-05-28,"O",27
2021-05-28,"S",13
2021-05-29,"G",78
2021-05-29,"GH",166
2021-05-29,"GK",1785
2021-05-29,"GR",702
2021-05-29,"GRY",1830
2021-05-29,"GV",5
2021-05-29,"O",19
2021-05-29,"S",2
2021-05-30,"G",84
2021-05-30,"GH",166
2021-05-30,"GK",1773
2021-05-30,"GR",696
2021-05-30,"GRY",1292
2021-05-30,"GV",3
2021-05-30,"O",10
2021-05-30,"S",10
2021-05-31,"G",155
2021-05-31,"GH",218
2021-05-31,"GK",2305
2021-05-31,"GR",2546
2021-05-31,"GRY",4619
2021-05-31,"GV",6
2021-05-31,"L",1
2021-05-31,"O",30
2021-05-31,"S",4
2021-06-01,"G",225
2021-06-01,"GH",309
2021-06-01,"GK",3226
2021-06-01,"GR",1817
2021-06-01,"GRY",3222
2021-06-01,"GV",1
2021-06-01,"O",8
2021-06-01,"S",5
2021-06-02,"G",137
2021-06-02,"GH",244
2021-06-02,"GK",3035
2021-06-02,"GR",1432
2021-06-02,"GRY",2642
2021-06-02,"GV",3
2021-06-02,"O",14
2021-06-02,"S",8
2021-06-03,"G",187
2021-06-03,"GH",314
2021-06-03,"GK",3028
2021-06-03,"GR",1207
2021-06-03,"GRY",2352
2021-06-03,"GV",11
2021-06-03,"O",17
2021-06-03,"S",11
2021-06-04,"G",158
2021-06-04,"GH",308
2021-06-04,"GK",2542
2021-06-04,"GR",1501
2021-06-04,"GRY",2170
2021-06-04,"GV",14
2021-06-04,"L",1
2021-06-04,"O",19
2021-06-04,"S",7
2021-06-05,"G",107
2021-06-05,"GH",183
2021-06-05,"GK",2259
2021-06-05,"GR",836
2021-06-05,"GRY",1547
2021-06-05,"GV",4
2021-06-05,"O",12
2021-06-05,"S",2
2021-06-06,"G",97
2021-06-06,"GH",116
2021-06-06,"GK",2521
2021-06-06,"GR",694
2021-06-06,"GRY",964
2021-06-06,"GV",1
2021-06-06,"O",7
2021-06-06,"S",5
2021-06-07,"G",238
2021-06-07,"GH",297
2021-06-07,"GK",4278
2021-06-07,"GR",2902
2021-06-07,"GRY",3526
2021-06-07,"GV",4
2021-06-07,"O",26
2021-06-07,"S",7
2021-06-08,"G",221
2021-06-08,"GH",305
2021-06-08,"GK",3780
2021-06-08,"GR",1694
2021-06-08,"GRY",2425
2021-06-08,"GV",10
2021-06-08,"L",1
2021-06-08,"O",32
2021-06-08,"S",4
2021-06-09,"G",162
2021-06-09,"GH",237
2021-06-09,"GK",3043
2021-06-09,"GR",1514
2021-06-09,"GRY",2051
2021-06-09,"GV",5
2021-06-09,"O",31
2021-06-09,"S",11
2021-06-10,"G",155
2021-06-10,"GH",215
2021-06-10,"GK",2233
2021-06-10,"GR",1385
2021-06-10,"GRY",1891
2021-06-10,"GV",3
2021-06-10,"O",38
2021-06-10,"S",15
2021-06-11,"G",198
2021-06-11,"GH",222
2021-06-11,"GK",1883
2021-06-11,"GR",1329
2021-06-11,"GRY",1665
2021-06-11,"GV",2
2021-06-11,"O",22
2021-06-11,"S",5
2021-06-12,"G",109
2021-06-12,"GH",126
2021-06-12,"GK",1253
2021-06-12,"GR",741
2021-06-12,"GRA",1
2021-06-12,"GRY",900
2021-06-12,"GV",1
2021-06-12,"O",17
2021-06-12,"S",12
2021-06-13,"G",112
2021-06-13,"GH",120
2021-06-13,"GK",1257
2021-06-13,"GR",607
2021-06-13,"GRY",617
2021-06-13,"GV",1
2021-06-13,"L",1
2021-06-13,"O",4
2021-06-13,"S",7
2021-06-14,"G",244
2021-06-14,"GH",277
2021-06-14,"GK",2813
2021-06-14,"GR",2121
2021-06-14,"GRY",2117
2021-06-14,"GV",1
2021-06-14,"L",4
2021-06-14,"O",31
2021-06-14,"S",8
2021-06-15,"G",265
2021-06-15,"GH",221
2021-06-15,"GK",3810
2021-06-15,"GR",1427
2021-06-15,"GRY",1418
2021-06-15,"O",27
2021-06-15,"S",6
2021-06-16,"G",338
2021-06-16,"GH",214
2021-06-16,"GK",4142
2021-06-16,"GR",1180
2021-06-16,"GRY",1246
2021-06-16,"GV",3
2021-06-16,"L",3
2021-06-16,"O",13
2021-06-16,"S",12
2021-06-17,"G",172
2021-06-17,"GH",229
2021-06-17,"GK",3511
2021-06-17,"GR",1117
2021-06-17,"GRY",1318
2021-06-17,"GV",2
2021-06-17,"L",2
2021-06-17,"O",31
2021-06-17,"S",7
2021-06-18,"G",216
2021-06-18,"GH",247
2021-06-18,"GK",4072
2021-06-18,"GR",1121
2021-06-18,"GRY",1177
2021-06-18,"GV",2
2021-06-18,"L",1
2021-06-18,"O",52
2021-06-18,"S",14
2021-06-19,"G",120
2021-06-19,"GH",113
2021-06-19,"GK",2350
2021-06-19,"GR",678
2021-06-19,"GRY",648
2021-06-19,"L",1
2021-06-19,"O",11
2021-06-19,"S",7
2021-06-20,"G",106
2021-06-20,"GH",99
2021-06-20,"GK",2584
2021-06-20,"GR",561
2021-06-20,"GRY",487
2021-06-20,"GV",1
2021-06-20,"O",11
2021-06-20,"S",8
2021-06-21,"G",222
2021-06-21,"GH",292
2021-06-21,"GK",4636
2021-06-21,"GR",1763
2021-06-21,"GRY",1316
2021-06-21,"GV",8
2021-06-21,"O",39
2021-06-21,"S",14
2021-06-22,"G",289
