"date","GISAID_clade","count"
2020-10-14,"GR",137
2020-10-14,"GRY",1
2020-10-14,"GV",35
2020-10-14,"L",1
2020-10-14,"O",2
2020-10-14,"undefined",1463
2020-10-15,"G",89
2020-10-15,"GH",148
2020-10-15,"GK",8
2020-10-15,"GR",148
2020-10-15,"GV",24
2020-10-15,"O",1
2020-10-15,"undefined",2081
2020-10-16,"G",154
2020-10-16,"GH",137
2020-10-16,"GK",3
2020-10-16,"GR",165
2020-10-16,"GV",29
2020-10-16,"undefined",1237
2020-10-17,"G",149
2020-10-17,"GH",130
2020-10-17,"GK",4
2020-10-17,"GR",83
2020-10-17,"GV",12
2020-10-17,"O",2
2020-10-17,"undefined",993
2020-10-18,"G",24
2020-10-18,"GH",50
2020-10-18,"GR",70
2020-10-18,"GV",31
2020-10-18,"O",1
2020-10-18,"undefined",717
2020-10-19,"G",150
2020-10-19,"GH",242
2020-10-19,"GR",138
2020-10-19,"GRY",1
2020-10-19,"GV",125
2020-10-19,"O",1
2020-10-19,"undefined",1802
2020-10-20,"G",141
2020-10-20,"GH",201
2020-10-20,"GK",1
2020-10-20,"GR",130
2020-10-20,"GV",144
2020-10-20,"O",1
2020-10-20,"undefined",1756
2020-10-21,"G",87
2020-10-21,"GH",187
2020-10-21,"GK",1
2020-10-21,"GR",86
2020-10-21,"GRY",1
2020-10-21,"GV",37
2020-10-21,"O",1
2020-10-21,"undefined",2549
2020-10-22,"G",148
2020-10-22,"GH",379
2020-10-22,"GR",92
2020-10-22,"GRY",1
2020-10-22,"GV",55
2020-10-22,"S",1
2020-10-22,"undefined",2332
2020-10-23,"G",114
2020-10-23,"GH",278
2020-10-23,"GK",2
2020-10-23,"GR",136
2020-10-23,"GRY",2
2020-10-23,"GV",124
2020-10-23,"O",1
2020-10-23,"undefined",1241
2020-10-24,"G",34
2020-10-24,"GH",75
2020-10-24,"GR",50
2020-10-24,"GRY",1
2020-10-24,"GV",23
2020-10-24,"undefined",1113
2020-10-25,"G",24
2020-10-25,"GH",61
2020-10-25,"GK",2
2020-10-25,"GR",47
2020-10-25,"GV",27
2020-10-25,"undefined",640
2020-10-26,"G",177
2020-10-26,"GH",436
2020-10-26,"GK",5
2020-10-26,"GR",140
2020-10-26,"GV",92
2020-10-26,"O",3
2020-10-26,"undefined",3464
2020-10-27,"G",153
2020-10-27,"GH",304
2020-10-27,"GK",1
2020-10-27,"GR",97
2020-10-27,"GRY",1
2020-10-27,"GV",36
2020-10-27,"O",1
2020-10-27,"undefined",1496
2020-10-28,"G",138
2020-10-28,"GH",371
2020-10-28,"GK",1
2020-10-28,"GR",103
2020-10-28,"GV",25
2020-10-28,"O",4
2020-10-28,"S",1
2020-10-28,"undefined",884
2020-10-29,"G",173
2020-10-29,"GH",440
2020-10-29,"GK",1
2020-10-29,"GR",104
2020-10-29,"GV",31
2020-10-29,"O",4
2020-10-29,"undefined",1634
2020-10-30,"G",135
2020-10-30,"GH",299
2020-10-30,"GR",128
2020-10-30,"GV",56
2020-10-30,"O",1
2020-10-30,"undefined",1645
2020-10-31,"G",125
2020-10-31,"GH",175
2020-10-31,"GR",69
2020-10-31,"GV",34
2020-10-31,"undefined",802
2020-11-01,"G",93
2020-11-01,"GH",306
2020-11-01,"GR",81
2020-11-01,"GRY",1
2020-11-01,"GV",140
2020-11-01,"S",1
2020-11-01,"undefined",1860
2020-11-02,"G",233
2020-11-02,"GH",476
2020-11-02,"GK",1
2020-11-02,"GR",158
2020-11-02,"GV",66
2020-11-02,"O",8
2020-11-02,"undefined",3959
2020-11-03,"G",253
2020-11-03,"GH",414
2020-11-03,"GK",1
2020-11-03,"GR",163
2020-11-03,"GRY",2
2020-11-03,"GV",68
2020-11-03,"undefined",1567
2020-11-04,"G",245
2020-11-04,"GH",524
2020-11-04,"GK",3
2020-11-04,"GR",149
2020-11-04,"GRY",1
2020-11-04,"GV",60
2020-11-04,"S",1
2020-11-04,"undefined",2138
2020-11-05,"G",211
2020-11-05,"GH",359
2020-11-05,"GR",138
2020-11-05,"GV",57
2020-11-05,"O",3
2020-11-05,"undefined",2072
2020-11-06,"G",179
2020-11-06,"GH",395
2020-11-06,"GK",1
2020-11-06,"GR",83
2020-11-06,"GRY",2
2020-11-06,"GV",70
2020-11-06,"O",3
2020-11-06,"S",1
2020-11-06,"undefined",1522
2020-11-07,"G",91
2020-11-07,"GH",306
2020-11-07,"GR",62
2020-11-07,"GV",26
2020-11-07,"undefined",1406
2020-11-08,"G",68
2020-11-08,"GH",202
2020-11-08,"GK",1
2020-11-08,"GR",60
2020-11-08,"GRY",1
2020-11-08,"GV",25
2020-11-08,"O",1
2020-11-08,"undefined",2197
2020-11-09,"G",180
2020-11-09,"GH",590
2020-11-09,"GK",2
2020-11-09,"GR",208
2020-11-09,"GV",85
2020-11-09,"O",5
2020-11-09,"undefined",2973
2020-11-10,"G",198
2020-11-10,"GH",527
2020-11-10,"GK",1
2020-11-10,"GR",169
2020-11-10,"GRY",1
2020-11-10,"GV",66
2020-11-10,"O",4
2020-11-10,"S",2
2020-11-10,"undefined",1622
2020-11-11,"G",239
2020-11-11,"GH",604
2020-11-11,"GR",132
2020-11-11,"GRY",3
2020-11-11,"GV",39
2020-11-11,"O",2
2020-11-11,"S",1
2020-11-11,"undefined",2057
2020-11-12,"G",224
2020-11-12,"GH",497
2020-11-12,"GR",127
2020-11-12,"GRY",1
2020-11-12,"GV",62
2020-11-12,"O",6
2020-11-12,"undefined",2393
2020-11-13,"G",154
2020-11-13,"GH",440
2020-11-13,"GK",3
2020-11-13,"GR",168
2020-11-13,"GRY",2
2020-11-13,"GV",38
2020-11-13,"O",4
2020-11-13,"S",2
2020-11-13,"undefined",2363
2020-11-14,"G",111
2020-11-14,"GH",252
2020-11-14,"GR",92
2020-11-14,"GV",50
2020-11-14,"O",3
2020-11-14,"S",2
2020-11-14,"undefined",2392
2020-11-15,"G",45
2020-11-15,"GH",175
2020-11-15,"GK",1
2020-11-15,"GR",104
2020-11-15,"GRY",1
2020-11-15,"GV",42
2020-11-15,"O",1
2020-11-15,"undefined",1403
2020-11-16,"G",196
2020-11-16,"GH",518
2020-11-16,"GR",222
2020-11-16,"GRY",4
2020-11-16,"GV",129
2020-11-16,"O",12
2020-11-16,"undefined",2417
2020-11-17,"G",205
2020-11-17,"GH",622
2020-11-17,"GR",158
2020-11-17,"GRY",3
2020-11-17,"GV",50
2020-11-17,"O",7
2020-11-17,"undefined",1627
2020-11-18,"G",134
2020-11-18,"GH",404
2020-11-18,"GK",1
2020-11-18,"GR",163
2020-11-18,"GV",36
2020-11-18,"O",4
2020-11-18,"undefined",2395
2020-11-19,"G",108
2020-11-19,"GH",273
2020-11-19,"GK",2
2020-11-19,"GR",145
2020-11-19,"GRY",1
2020-11-19,"GV",42
2020-11-19,"O",16
2020-11-19,"undefined",1164
2020-11-20,"G",124
2020-11-20,"GH",290
2020-11-20,"GR",90
2020-11-20,"GRY",2
2020-11-20,"GV",29
2020-11-20,"O",1
2020-11-20,"undefined",1634
2020-11-21,"G",52
2020-11-21,"GH",124
2020-11-21,"GR",69
2020-11-21,"GRY",2
2020-11-21,"GV",16
2020-11-21,"O",3
2020-11-21,"undefined",1200
2020-11-22,"G",38
2020-11-22,"GH",128
2020-11-22,"GR",59
2020-11-22,"GRY",1
2020-11-22,"GV",23
2020-11-22,"O",1
2020-11-22,"undefined",1516
2020-11-23,"G",187
2020-11-23,"GH",407
2020-11-23,"GR",234
2020-11-23,"GRY",6
2020-11-23,"GV",156
2020-11-23,"O",7
2020-11-23,"S",1
2020-11-23,"undefined",2990
2020-11-24,"G",132
2020-11-24,"GH",525
2020-11-24,"GK",1
2020-11-24,"GR",181
2020-11-24,"GRY",5
2020-11-24,"GV",38
2020-11-24,"undefined",1552
2020-11-25,"G",183
2020-11-25,"GH",402
2020-11-25,"GR",146
2020-11-25,"GRY",14
2020-11-25,"GV",28
2020-11-25,"O",1
2020-11-25,"S",1
2020-11-25,"undefined",1390
2020-11-26,"G",109
2020-11-26,"GH",139
2020-11-26,"GR",152
2020-11-26,"GRY",3
2020-11-26,"GV",33
2020-11-26,"S",1
2020-11-26,"undefined",1057
2020-11-27,"G",167
2020-11-27,"GH",327
2020-11-27,"GR",149
2020-11-27,"GRY",3
2020-11-27,"GV",47
2020-11-27,"O",1
2020-11-27,"S",2
2020-11-27,"undefined",1362
2020-11-28,"G",104
2020-11-28,"GH",196
2020-11-28,"GR",79
2020-11-28,"GRY",6
2020-11-28,"GV",17
2020-11-28,"O",1
2020-11-28,"undefined",858
2020-11-29,"G",64
2020-11-29,"GH",166
2020-11-29,"GR",70
2020-11-29,"GRY",1
2020-11-29,"GV",17
2020-11-29,"O",1
2020-11-29,"S",1
2020-11-29,"undefined",798
2020-11-30,"G",351
2020-11-30,"GH",668
2020-11-30,"GR",248
2020-11-30,"GRY",8
2020-11-30,"GV",284
2020-11-30,"O",7
2020-11-30,"undefined",3473
2020-12-01,"G",352
2020-12-01,"GH",721
2020-12-01,"GR",232
2020-12-01,"GRY",5
2020-12-01,"GV",55
2020-12-01,"O",3
2020-12-01,"S",1
2020-12-01,"undefined",1404
2020-12-02,"G",350
2020-12-02,"GH",699
2020-12-02,"GK",1
2020-12-02,"GR",168
2020-12-02,"GRY",4
2020-12-02,"GV",40
2020-12-02,"O",1
2020-12-02,"S",4
2020-12-02,"undefined",1494
2020-12-03,"G",218
2020-12-03,"GH",451
2020-12-03,"GK",5
2020-12-03,"GR",151
2020-12-03,"GV",57
2020-12-03,"O",6
2020-12-03,"S",1
2020-12-03,"undefined",1514
2020-12-04,"G",192
2020-12-04,"GH",427
2020-12-04,"GR",172
2020-12-04,"GRY",5
2020-12-04,"GV",50
2020-12-04,"O",2
2020-12-04,"S",6
2020-12-04,"undefined",1321
2020-12-05,"G",82
2020-12-05,"GH",180
2020-12-05,"GR",102
2020-12-05,"GRY",1
2020-12-05,"GV",39
2020-12-05,"O",2
2020-12-05,"undefined",857
2020-12-06,"G",70
2020-12-06,"GH",150
2020-12-06,"GR",72
2020-12-06,"GRY",2
2020-12-06,"GV",27
2020-12-06,"O",1
2020-12-06,"undefined",992
2020-12-07,"G",455
2020-12-07,"GH",723
2020-12-07,"GK",1
2020-12-07,"GR",304
2020-12-07,"GRY",12
2020-12-07,"GV",557
2020-12-07,"O",19
2020-12-07,"undefined",3926
2020-12-08,"G",290
2020-12-08,"GH",458
2020-12-08,"GK",1
2020-12-08,"GR",220
2020-12-08,"GRY",10
2020-12-08,"GV",67
2020-12-08,"O",5
2020-12-08,"S",2
2020-12-08,"undefined",1535
2020-12-09,"G",474
2020-12-09,"GH",829
2020-12-09,"GK",1
2020-12-09,"GR",255
2020-12-09,"GRY",7
2020-12-09,"GV",60
2020-12-09,"O",5
2020-12-09,"S",1
2020-12-09,"undefined",1755
2020-12-10,"G",601
2020-12-10,"GH",1332
2020-12-10,"GK",1
2020-12-10,"GR",287
2020-12-10,"GRY",10
2020-12-10,"GV",62
2020-12-10,"O",6
2020-12-10,"undefined",2926
2020-12-11,"G",652
2020-12-11,"GH",1353
2020-12-11,"GR",332
2020-12-11,"GRY",12
2020-12-11,"GV",52
2020-12-11,"L",1
2020-12-11,"O",9
2020-12-11,"S",3
2020-12-11,"undefined",2457
2020-12-12,"G",374
2020-12-12,"GH",896
2020-12-12,"GK",1
2020-12-12,"GR",250
2020-12-12,"GRY",4
2020-12-12,"GV",52
2020-12-12,"O",3
2020-12-12,"S",1
2020-12-12,"undefined",1461
2020-12-13,"G",222
2020-12-13,"GH",462
2020-12-13,"GR",127
2020-12-13,"GRY",1
2020-12-13,"GV",29
2020-12-13,"O",2
2020-12-13,"S",1
2020-12-13,"undefined",1541
2020-12-14,"G",674
2020-12-14,"GH",1296
2020-12-14,"GR",368
2020-12-14,"GRY",11
2020-12-14,"GV",419
2020-12-14,"O",15
2020-12-14,"S",3
2020-12-14,"undefined",5748
2020-12-15,"G",590
2020-12-15,"GH",1284
2020-12-15,"GK",1
2020-12-15,"GR",326
2020-12-15,"GRY",12
2020-12-15,"GV",93
2020-12-15,"O",5
2020-12-15,"S",5
2020-12-15,"undefined",2333
2020-12-16,"G",563
2020-12-16,"GH",1120
2020-12-16,"GK",1
2020-12-16,"GR",285
2020-12-16,"GRY",5
2020-12-16,"GV",91
2020-12-16,"O",2
2020-12-16,"S",1
2020-12-16,"undefined",2355
2020-12-17,"G",270
2020-12-17,"GH",711
2020-12-17,"GK",1
2020-12-17,"GR",182
2020-12-17,"GRY",8
2020-12-17,"GV",122
2020-12-17,"O",3
2020-12-17,"S",1
2020-12-17,"undefined",2691
2020-12-18,"G",221
2020-12-18,"GH",554
2020-12-18,"GK",3
2020-12-18,"GR",237
2020-12-18,"GRY",6
2020-12-18,"GV",52
2020-12-18,"O",5
2020-12-18,"S",3
2020-12-18,"undefined",2736
2020-12-19,"G",202
2020-12-19,"GH",510
2020-12-19,"GR",142
2020-12-19,"GRY",9
2020-12-19,"GV",74
2020-12-19,"O",5
2020-12-19,"S",4
2020-12-19,"undefined",1784
2020-12-20,"G",105
2020-12-20,"GH",308
2020-12-20,"GR",143
2020-12-20,"GRY",19
2020-12-20,"GV",46
2020-12-20,"S",23
2020-12-20,"undefined",1806
2020-12-21,"G",260
2020-12-21,"GH",664
2020-12-21,"GK",1
2020-12-21,"GR",254
2020-12-21,"GRY",24
2020-12-21,"GV",198
2020-12-21,"O",9
2020-12-21,"S",5
2020-12-21,"undefined",5365
2020-12-22,"G",234
2020-12-22,"GH",586
2020-12-22,"GR",218
2020-12-22,"GRY",10
2020-12-22,"GV",82
2020-12-22,"O",11
2020-12-22,"S",8
2020-12-22,"undefined",2114
2020-12-23,"G",245
2020-12-23,"GH",575
2020-12-23,"GR",222
2020-12-23,"GRY",28
2020-12-23,"GV",100
2020-12-23,"O",4
2020-12-23,"S",1
2020-12-23,"undefined",1801
2020-12-24,"G",152
2020-12-24,"GH",398
2020-12-24,"GK",1
2020-12-24,"GR",141
2020-12-24,"GRY",12
2020-12-24,"GV",82
2020-12-24,"O",3
2020-12-24,"S",6
2020-12-24,"undefined",1719
2020-12-25,"G",50
2020-12-25,"GH",144
2020-12-25,"GR",109
2020-12-25,"GRY",8
2020-12-25,"GV",36
2020-12-25,"O",1
2020-12-25,"S",2
2020-12-25,"undefined",1011
2020-12-26,"G",94
2020-12-26,"GH",264
2020-12-26,"GR",177
2020-12-26,"GRY",27
2020-12-26,"GV",46
2020-12-26,"O",7
2020-12-26,"S",3
2020-12-26,"undefined",2699
2020-12-27,"G",91
2020-12-27,"GH",285
2020-12-27,"GK",6
2020-12-27,"GR",153
2020-12-27,"GRY",26
2020-12-27,"GV",61
2020-12-27,"O",3
2020-12-27,"S",4
2020-12-27,"undefined",2493
2020-12-28,"G",320
2020-12-28,"GH",803
2020-12-28,"GR",392
2020-12-28,"GRY",53
2020-12-28,"GV",488
2020-12-28,"O",11
2020-12-28,"S",3
2020-12-28,"undefined",5736
2020-12-29,"G",285
2020-12-29,"GH",940
2020-12-29,"GK",1
2020-12-29,"GR",263
2020-12-29,"GRY",34
2020-12-29,"GV",107
2020-12-29,"O",20
2020-12-29,"S",9
2020-12-29,"undefined",3797
2020-12-30,"G",242
2020-12-30,"GH",665
2020-12-30,"GK",2
2020-12-30,"GR",300
2020-12-30,"GRY",25
2020-12-30,"GV",124
2020-12-30,"L",1
2020-12-30,"O",8
2020-12-30,"S",4
2020-12-30,"undefined",2691
2020-12-31,"G",182
2020-12-31,"GH",397
2020-12-31,"GR",203
2020-12-31,"GRY",17
2020-12-31,"GV",53
2020-12-31,"O",4
2020-12-31,"S",2
2020-12-31,"undefined",2590
2021-01-01,"G",113
2021-01-01,"GH",289
2021-01-01,"GK",4
2021-01-01,"GR",198
2021-01-01,"GRA",1
2021-01-01,"GRY",60
2021-01-01,"GV",54
2021-01-01,"O",2
2021-01-01,"S",1
2021-01-01,"undefined",1466
2021-01-02,"G",140
2021-01-02,"GH",459
2021-01-02,"GK",6
2021-01-02,"GR",230
2021-01-02,"GRY",70
2021-01-02,"GV",58
2021-01-02,"O",3
2021-01-02,"S",1
2021-01-02,"undefined",2988
2021-01-03,"G",221
2021-01-03,"GH",543
2021-01-03,"GK",3
2021-01-03,"GR",238
2021-01-03,"GRY",79
2021-01-03,"GV",69
2021-01-03,"S",5
2021-01-03,"undefined",2689
2021-01-04,"G",621
2021-01-04,"GH",1712
2021-01-04,"GK",3
2021-01-04,"GR",547
2021-01-04,"GRA",1
2021-01-04,"GRY",105
2021-01-04,"GV",424
2021-01-04,"L",9
2021-01-04,"O",46
2021-01-04,"S",11
2021-01-04,"undefined",7373
2021-01-05,"G",499
2021-01-05,"GH",1295
2021-01-05,"GK",5
2021-01-05,"GR",416
2021-01-05,"GRY",70
2021-01-05,"GV",131
2021-01-05,"L",1
2021-01-05,"O",14
2021-01-05,"S",7
2021-01-05,"undefined",4116
2021-01-06,"G",319
2021-01-06,"GH",830
2021-01-06,"GK",7
2021-01-06,"GR",326
2021-01-06,"GRY",67
2021-01-06,"GV",82
2021-01-06,"L",1
2021-01-06,"O",2
2021-01-06,"S",11
2021-01-06,"undefined",2943
2021-01-07,"G",323
2021-01-07,"GH",804
2021-01-07,"GK",5
2021-01-07,"GR",393
2021-01-07,"GRY",147
2021-01-07,"GV",113
2021-01-07,"L",3
2021-01-07,"O",9
2021-01-07,"S",4
2021-01-07,"undefined",3255
2021-01-08,"G",222
2021-01-08,"GH",630
2021-01-08,"GK",28
2021-01-08,"GR",363
2021-01-08,"GRY",77
2021-01-08,"GV",96
2021-01-08,"L",2
2021-01-08,"O",5
2021-01-08,"S",7
2021-01-08,"undefined",3567
2021-01-09,"G",223
2021-01-09,"GH",754
2021-01-09,"GK",53
2021-01-09,"GR",233
2021-01-09,"GRY",45
2021-01-09,"GV",42
2021-01-09,"O",6
2021-01-09,"S",6
2021-01-09,"undefined",3102
2021-01-10,"G",130
2021-01-10,"GH",481
2021-01-10,"GK",13
2021-01-10,"GR",244
2021-01-10,"GRY",71
2021-01-10,"GV",42
2021-01-10,"L",1
2021-01-10,"O",9
2021-01-10,"S",13
2021-01-10,"undefined",2290
2021-01-11,"G",486
2021-01-11,"GH",1241
2021-01-11,"GK",28
2021-01-11,"GR",439
2021-01-11,"GRY",193
2021-01-11,"GV",514
2021-01-11,"L",2
2021-01-11,"O",24
2021-01-11,"S",16
2021-01-11,"undefined",7167
2021-01-12,"G",360
2021-01-12,"GH",1197
2021-01-12,"GK",7
2021-01-12,"GR",488
2021-01-12,"GRY",98
2021-01-12,"GV",117
2021-01-12,"O",22
2021-01-12,"S",5
2021-01-12,"undefined",4816
2021-01-13,"G",296
2021-01-13,"GH",1083
2021-01-13,"GK",4
2021-01-13,"GR",397
2021-01-13,"GRY",100
2021-01-13,"GV",69
2021-01-13,"O",8
2021-01-13,"S",12
2021-01-13,"undefined",3846
2021-01-14,"G",329
2021-01-14,"GH",1318
2021-01-14,"GK",22
2021-01-14,"GR",408
2021-01-14,"GRY",137
2021-01-14,"GV",154
2021-01-14,"O",7
2021-01-14,"S",10
2021-01-14,"undefined",4212
2021-01-15,"G",319
2021-01-15,"GH",1194
2021-01-15,"GK",6
2021-01-15,"GR",473
2021-01-15,"GRY",94
2021-01-15,"GV",95
2021-01-15,"L",3
2021-01-15,"O",1
2021-01-15,"S",11
2021-01-15,"undefined",4510
2021-01-16,"G",226
2021-01-16,"GH",887
2021-01-16,"GK",1
2021-01-16,"GR",327
2021-01-16,"GRY",77
2021-01-16,"GV",37
2021-01-16,"O",3
2021-01-16,"S",9
2021-01-16,"undefined",3227
2021-01-17,"G",167
2021-01-17,"GH",631
2021-01-17,"GK",1
2021-01-17,"GR",230
2021-01-17,"GRY",69
2021-01-17,"GV",55
2021-01-17,"O",1
2021-01-17,"S",6
2021-01-17,"undefined",2838
2021-01-18,"G",445
2021-01-18,"GH",1396
2021-01-18,"GK",3
2021-01-18,"GR",613
2021-01-18,"GRY",398
2021-01-18,"GV",465
2021-01-18,"O",10
2021-01-18,"S",14
2021-01-18,"undefined",7294
2021-01-19,"G",489
2021-01-19,"GH",1651
2021-01-19,"GK",2
2021-01-19,"GR",431
2021-01-19,"GRY",160
2021-01-19,"GV",157
2021-01-19,"O",10
2021-01-19,"S",15
2021-01-19,"undefined",4594
2021-01-20,"G",289
2021-01-20,"GH",792
2021-01-20,"GK",3
2021-01-20,"GR",337
2021-01-20,"GRY",105
2021-01-20,"GV",180
2021-01-20,"O",7
2021-01-20,"S",10
2021-01-20,"undefined",4509
2021-01-21,"G",282
2021-01-21,"GH",861
2021-01-21,"GK",4
2021-01-21,"GR",360
2021-01-21,"GRY",97
2021-01-21,"GV",154
2021-01-21,"L",1
2021-01-21,"O",12
2021-01-21,"S",16
2021-01-21,"undefined",4017
2021-01-22,"G",230
2021-01-22,"GH",786
2021-01-22,"GK",3
2021-01-22,"GR",375
2021-01-22,"GRY",110
2021-01-22,"GV",181
2021-01-22,"L",2
2021-01-22,"O",5
2021-01-22,"S",13
2021-01-22,"undefined",4171
2021-01-23,"G",191
2021-01-23,"GH",443
2021-01-23,"GK",1
2021-01-23,"GR",233
2021-01-23,"GRY",52
2021-01-23,"GV",99
2021-01-23,"L",1
2021-01-23,"O",3
2021-01-23,"S",9
2021-01-23,"undefined",2629
2021-01-24,"G",109
2021-01-24,"GH",380
2021-01-24,"GK",3
2021-01-24,"GR",175
2021-01-24,"GRY",91
2021-01-24,"GV",57
2021-01-24,"O",3
2021-01-24,"S",14
2021-01-24,"undefined",2350
2021-01-25,"G",198
2021-01-25,"GH",679
2021-01-25,"GK",3
2021-01-25,"GR",403
2021-01-25,"GRY",192
2021-01-25,"GV",228
2021-01-25,"O",7
2021-01-25,"S",18
2021-01-25,"undefined",8901
2021-01-26,"G",220
2021-01-26,"GH",846
2021-01-26,"GK",7
2021-01-26,"GR",389
2021-01-26,"GRY",211
2021-01-26,"GV",143
2021-01-26,"O",7
2021-01-26,"S",11
2021-01-26,"undefined",5842
2021-01-27,"G",238
2021-01-27,"GH",964
2021-01-27,"GK",5
2021-01-27,"GR",399
2021-01-27,"GRY",248
2021-01-27,"GV",115
2021-01-27,"L",1
2021-01-27,"O",8
2021-01-27,"S",20
2021-01-27,"undefined",5869
2021-01-28,"G",214
2021-01-28,"GH",878
2021-01-28,"GK",4
2021-01-28,"GR",409
2021-01-28,"GRY",304
2021-01-28,"GV",153
2021-01-28,"L",1
2021-01-28,"O",6
2021-01-28,"S",12
2021-01-28,"undefined",5134
2021-01-29,"G",171
2021-01-29,"GH",623
2021-01-29,"GK",4
2021-01-29,"GR",378
2021-01-29,"GRY",207
2021-01-29,"GV",121
2021-01-29,"O",7
2021-01-29,"S",6
2021-01-29,"undefined",5511
2021-01-30,"G",104
2021-01-30,"GH",340
2021-01-30,"GK",4
2021-01-30,"GR",192
2021-01-30,"GRY",116
2021-01-30,"GV",42
2021-01-30,"L",1
2021-01-30,"O",4
2021-01-30,"S",11
2021-01-30,"undefined",3599
2021-01-31,"G",96
2021-01-31,"GH",368
2021-01-31,"GR",284
2021-01-31,"GRY",196
2021-01-31,"GV",63
2021-01-31,"O",3
2021-01-31,"S",6
2021-01-31,"undefined",2548
2021-02-01,"G",429
2021-02-01,"GH",1275
2021-02-01,"GK",3
2021-02-01,"GR",512
2021-02-01,"GRY",533
2021-02-01,"GV",307
2021-02-01,"O",8
2021-02-01,"S",6
2021-02-01,"undefined",7534
2021-02-02,"G",370
2021-02-02,"GH",1216
2021-02-02,"GK",2
2021-02-02,"GR",437
2021-02-02,"GRY",404
2021-02-02,"GV",194
2021-02-02,"O",14
2021-02-02,"S",7
2021-02-02,"undefined",5332
2021-02-03,"G",307
2021-02-03,"GH",1045
2021-02-03,"GR",437
2021-02-03,"GRY",388
2021-02-03,"GV",186
2021-02-03,"O",13
2021-02-03,"S",4
2021-02-03,"undefined",4838
2021-02-04,"G",230
2021-02-04,"GH",645
2021-02-04,"GK",5
2021-02-04,"GR",396
2021-02-04,"GRY",272
2021-02-04,"GV",230
2021-02-04,"O",8
2021-02-04,"S",9
2021-02-04,"undefined",4437
2021-02-05,"G",181
2021-02-05,"GH",643
2021-02-05,"GK",3
2021-02-05,"GR",348
2021-02-05,"GRY",263
2021-02-05,"GV",109
2021-02-05,"O",6
2021-02-05,"S",14
2021-02-05,"undefined",3730
2021-02-06,"G",133
2021-02-06,"GH",394
2021-02-06,"GK",3
2021-02-06,"GR",266
2021-02-06,"GRY",135
2021-02-06,"GV",69
2021-02-06,"O",5
2021-02-06,"S",8
2021-02-06,"undefined",2937
2021-02-07,"G",103
2021-02-07,"GH",360
2021-02-07,"GK",1
2021-02-07,"GR",176
2021-02-07,"GRY",208
2021-02-07,"GV",42
2021-02-07,"O",6
2021-02-07,"S",8
2021-02-07,"undefined",2869
2021-02-08,"G",296
2021-02-08,"GH",930
2021-02-08,"GK",28
2021-02-08,"GR",519
2021-02-08,"GRY",706
2021-02-08,"GV",284
2021-02-08,"O",13
2021-02-08,"S",10
2021-02-08,"undefined",8315
2021-02-09,"G",248
2021-02-09,"GH",880
2021-02-09,"GK",95
2021-02-09,"GR",421
2021-02-09,"GRY",487
2021-02-09,"GV",165
2021-02-09,"L",1
2021-02-09,"O",2
2021-02-09,"S",11
2021-02-09,"undefined",5669
2021-02-10,"G",244
2021-02-10,"GH",857
2021-02-10,"GK",21
2021-02-10,"GR",498
2021-02-10,"GRY",480
2021-02-10,"GV",174
2021-02-10,"O",9
2021-02-10,"S",14
2021-02-10,"undefined",5673
2021-02-11,"G",218
2021-02-11,"GH",777
2021-02-11,"GK",28
2021-02-11,"GR",340
2021-02-11,"GRY",492
2021-02-11,"GV",155
2021-02-11,"L",1
2021-02-11,"O",7
2021-02-11,"S",11
2021-02-11,"undefined",5134
2021-02-12,"G",253
2021-02-12,"GH",750
2021-02-12,"GK",21
2021-02-12,"GR",381
2021-02-12,"GRY",536
2021-02-12,"GV",204
2021-02-12,"O",20
2021-02-12,"S",7
2021-02-12,"undefined",5027
2021-02-13,"G",132
2021-02-13,"GH",459
2021-02-13,"GK",15
2021-02-13,"GR",237
2021-02-13,"GRY",236
2021-02-13,"GV",65
2021-02-13,"L",1
2021-02-13,"O",10
2021-02-13,"S",8
2021-02-13,"undefined",3383
2021-02-14,"G",93
2021-02-14,"GH",338
2021-02-14,"GK",5
2021-02-14,"GR",186
2021-02-14,"GRY",241
2021-02-14,"GV",48
2021-02-14,"L",1
2021-02-14,"O",6
2021-02-14,"S",7
2021-02-14,"undefined",3432
2021-02-15,"G",314
2021-02-15,"GH",689
2021-02-15,"GK",12
2021-02-15,"GR",499
2021-02-15,"GRY",994
2021-02-15,"GV",276
2021-02-15,"L",2
2021-02-15,"O",11
2021-02-15,"S",17
2021-02-15,"undefined",8977
2021-02-16,"G",249
2021-02-16,"GH",735
2021-02-16,"GK",16
2021-02-16,"GR",378
2021-02-16,"GRY",667
2021-02-16,"GV",164
2021-02-16,"O",7
2021-02-16,"S",12
2021-02-16,"undefined",6674
2021-02-17,"G",240
2021-02-17,"GH",845
2021-02-17,"GK",7
2021-02-17,"GR",369
2021-02-17,"GRY",648
2021-02-17,"GV",186
2021-02-17,"O",8
2021-02-17,"S",12
2021-02-17,"undefined",5625
2021-02-18,"G",215
2021-02-18,"GH",730
2021-02-18,"GK",14
2021-02-18,"GR",431
2021-02-18,"GRY",792
2021-02-18,"GV",161
2021-02-18,"L",1
2021-02-18,"O",11
2021-02-18,"S",15
2021-02-18,"undefined",5141
2021-02-19,"G",197
2021-02-19,"GH",586
2021-02-19,"GK",9
2021-02-19,"GR",446
2021-02-19,"GRY",722
2021-02-19,"GV",186
2021-02-19,"L",1
2021-02-19,"O",9
2021-02-19,"S",18
2021-02-19,"undefined",5135
